Date,Open,High,Low,Close
08-23-2019,2131.5,2137.2,2091.6,2094.6
08-22-2019,2135.5,2141.5,2122.6,2131.7
08-21-2019,2118.4,2137.9,2117.6,2135.5
08-20-2019,2131.4,2134.4,2119.6,2119.6
08-19-2019,2109.8,2135,2109.5,2131.8
08-16-2019,2082.1,2110.9,2081.8,2108.5
08-15-2019,2084.3,2088,2073.2,2082.8
08-14-2019,2135.5,2136.4,2085.1,2086.3
08-13-2019,2116.3,2143.9,2108.5,2134.5
08-12-2019,2135.4,2139.1,2112.9,2117.7
08-09-2019,2148.7,2149.4,2127.8,2135.3
08-08-2019,2112.8,2147.9,2112.1,2146.9
08-07-2019,2109.2,2116.9,2083.9,2114.1
08-06-2019,2098.5,2110,2092.8,2109.2
08-05-2019,2149,2149.7,2087.4,2097.3
08-02-2019,2172.8,2172.9,2140.6,2150
08-01-2019,2182.6,2201.8,2171.3,2173.2
07-31-2019,2202.9,2205.1,2172.9,2187.6
07-30-2019,2213.3,2214.1,2197.7,2203.4
07-29-2019,2215.4,2217.6,2209.8,2212.5
07-26-2019,2205,2216.8,2203.7,2215.7
07-25-2019,2217.2,2220.9,2202.9,2206.9
07-24-2019,2209.9,2217.8,2206.1,2217.8
07-23-2019,2196.2,2209.6,2196.2,2209.6
07-22-2019,2194,2199.5,2192.2,2197.7
07-19-2019,2202.1,2209.8,2194.5,2194.6
07-18-2019,2197.4,2202.9,2188.6,2198.4
07-17-2019,2206.9,2208.6,2197.9,2197.9
07-16-2019,2214.3,2214.4,2205.6,2208.1
07-15-2019,2213.7,2216.3,2211.9,2214.3
07-12-2019,2204.9,2213.8,2204.4,2212.7
07-11-2019,2202.2,2208.8,2199.9,2205.4
07-10-2019,2192.4,2208.1,2191.8,2201.1
07-09-2019,2194.9,2195.3,2184.6,2193.7
07-08-2019,2205.5,2205.6,2192.1,2194.6
07-05-2019,2215.5,2215.9,2192.7,2205.6
07-03-2019,2198.4,2213.5,2197.7,2213.4
07-02-2019,2191,2198.9,2190.8,2198.6
07-01-2019,2177.6,2200.7,2177.6,2192.2
06-28-2019,2166.3,2178.4,2165.4,2178.4
06-27-2019,2158.7,2168.5,2158.4,2166.5
06-26-2019,2161.5,2168.3,2157.7,2158.4
06-25-2019,2178.6,2180.1,2162.1,2163.7
06-24-2019,2181.2,2183.3,2178.2,2178.2
06-21-2019,2184.1,2185,2176.8,2178.2
06-20-2019,2164,2187,2164,2183
06-19-2019,2153.2,2165.5,2153,2161.6
06-18-2019,2130.8,2157.7,2129.4,2150.9
06-17-2019,2129.5,2135.6,2128.6,2130.9
06-14-2019,2137.6,2137.8,2127,2131
06-13-2019,2132,2139.7,2130.6,2137
06-12-2019,2139.6,2140.9,2131.4,2134.4
06-11-2019,2135.9,2153.2,2135.6,2139.7
06-10-2019,2126.4,2144.1,2126.1,2135.5
06-07-2019,2103.9,2133.3,2103.7,2126.9
06-06-2019,2093.3,2107.1,2093,2104.2
06-05-2019,2080.4,2095.8,2080.4,2095.8
06-04-2019,2047.9,2079.8,2045.8,2077.7
06-03-2019,2046.5,2053.8,2039.9,2045.1
05-31-2019,2066.4,2066.8,2042.6,2046.3
05-30-2019,2063.4,2072.1,2061.8,2066.5
05-29-2019,2083,2083.1,2056.7,2064.8
05-28-2019,2096.6,2104.4,2084.2,2084.6
05-24-2019,2087.3,2102.5,2086.6,2095
05-23-2019,2111.1,2111.3,2080.9,2087.5
05-22-2019,2117.1,2118.4,2109.6,2111.8
05-21-2019,2103.8,2119.8,2102.5,2117.7
05-20-2019,2116.9,2118.9,2099.8,2104.6
05-17-2019,2127,2129.2,2113.8,2116.5
05-16-2019,2110.3,2133.4,2108,2126.1
05-15-2019,2098.7,2113.7,2087.5,2110.4
05-14-2019,2084.6,2106.9,2081.8,2098.8
05-13-2019,2124.8,2125.1,2081,2086.5
05-10-2019,2118.6,2130,2099,2126.3
05-09-2019,2130.7,2131,2102.5,2119.3
05-08-2019,2134.5,2141.1,2127.2,2131.9
05-07-2019,2166.8,2167.6,2126.1,2135.5
05-06-2019,2178.3,2178.4,2150.2,2166.7
05-03-2019,2160.7,2179.2,2160.2,2177.8
05-02-2019,2167.7,2168.8,2153.1,2161.1
05-01-2019,2179.3,2185.4,2167.5,2170
04-30-2019,2176.4,2180.3,2167.3,2178.7
04-29-2019,2173.3,2179.6,2171.9,2175.6
04-26-2019,2164.2,2173.8,2162.1,2173.8
04-25-2019,2166.2,2168.1,2157.8,2165.4
04-24-2019,2175.5,2175.5,2166.1,2168.8
04-23-2019,2162.1,2175.6,2160.4,2174.4
04-22-2019,2159.7,2162.5,2156.1,2161.6
04-18-2019,2160.6,2161.6,2153.1,2160.2
04-17-2019,2162.5,2170.4,2158,2160.9
04-16-2019,2160.3,2167.4,2159.8,2163.1
04-15-2019,2160.3,2162.6,2155.9,2161.1
04-12-2019,2146.8,2160.7,2145.9,2159.4
04-11-2019,2148.4,2150.5,2143.7,2147.6
04-10-2019,2141.3,2149.4,2140.6,2148
04-09-2019,2152.4,2156,2140.7,2143.2
04-08-2019,2150.4,2153.2,2145.5,2152.9
04-05-2019,2142.5,2150.5,2142.3,2149.9
04-04-2019,2143.3,2144.5,2136.9,2142.8
04-03-2019,2133.1,2149.1,2132.9,2143
04-02-2019,2130.6,2133.9,2127,2131.7
04-01-2019,2107.4,2132,2107.3,2131.8
03-29-2019,2094.6,2107.8,2094.6,2107.7
03-28-2019,2093.7,2098.7,2086.5,2095.2
03-27-2019,2102.5,2106.4,2084.3,2094
03-26-2019,2087.1,2109.2,2086.9,2102.6
03-25-2019,2094.2,2094.2,2079.8,2087.1
03-22-2019,2129,2131.2,2094.3,2094.8
03-21-2019,2115.8,2130.4,2110.6,2127.9
03-20-2019,2120.5,2126.2,2107.1,2112.1
03-19-2019,2114.2,2131.8,2113.2,2121.5
03-18-2019,2109.1,2119.1,2108.9,2118
03-15-2019,2096.1,2112.6,2096,2108.8
03-14-2019,2097.4,2099.6,2093.3,2096.3
03-13-2019,2083.8,2100.3,2080.9,2095.7
03-12-2019,2077.1,2087,2077.1,2083.4
03-11-2019,2051,2076,2050.3,2074.7
03-08-2019,2059.6,2059.7,2040.7,2051.1
03-07-2019,2078.5,2079,2054.7,2061.4
03-06-2019,2087.8,2089.1,2077.5,2078.7
03-05-2019,2091,2091.5,2084,2087.5
03-04-2019,2095.9,2103.6,2078.9,2090.4
03-01-2019,2084.7,2100.5,2084.7,2096.4
02-28-2019,2091.3,2091.9,2084,2085.8
02-27-2019,2093.3,2094.2,2082.4,2092.1
02-26-2019,2092.1,2097.8,2088.2,2091.7
02-25-2019,2087.4,2100.7,2087.4,2091.8
02-22-2019,2076.5,2088.8,2075.5,2087
02-21-2019,2083.3,2084.8,2071.6,2077.4
02-20-2019,2076.7,2086.1,2076.6,2083.6
02-19-2019,2072.6,2080.3,2067.7,2075.9
02-15-2019,2048.8,2068.6,2045.7,2066.6
02-14-2019,2051,2054.7,2041.8,2047.6
02-13-2019,2046.3,2058.1,2046.1,2052.8
02-12-2019,2021.5,2047.8,2021.3,2045.1
02-11-2019,2020.3,2026.5,2018.9,2021.6
02-08-2019,2025.9,2025.9,2008,2020.5
02-07-2019,2045.9,2046.4,2017.4,2026.9
02-06-2019,2051.3,2052.5,2043.7,2047.1
02-05-2019,2038,2052,2037.9,2051.4
02-04-2019,2028.9,2037.9,2023.5,2037.8
02-01-2019,2027.4,2033.3,2024.4,2029.6
01-31-2019,2014.5,2029.7,2014.4,2028.5
01-30-2019,1989.5,2019.5,1988.9,2011
01-29-2019,1988.8,1996.2,1985.6,1989.6
01-28-2019,2003,2003.5,1979.9,1989.2
01-25-2019,1982,2005.3,1981.9,2001.9
01-24-2019,1980.7,1985.2,1974.3,1983.2
01-23-2019,1978.9,1988.3,1968.8,1980.2
01-22-2019,2000.8,2001.2,1971.7,1978.8
01-18-2019,1976.6,2002.3,1976.6,2000.8
01-17-2019,1966.3,1981.1,1960.1,1975.6
01-16-2019,1963.1,1971,1961.1,1966.5
01-15-2019,1947.9,1964,1947,1963.6
01-14-2019,1957,1957.6,1941.3,1948.2
01-11-2019,1956.3,1961.4,1946.2,1957.2
01-10-2019,1952.7,1957.7,1938.6,1957.7
01-09-2019,1935.6,1957.1,1935.6,1951
01-08-2019,1920.2,1940.1,1919.5,1935.8
01-07-2019,1904.1,1927.7,1904,1919.8
01-04-2019,1853.7,1906.4,1847.9,1904.2
01-03-2019,1883.1,1885,1852.7,1853.2
01-02-2019,1885.1,1885.7,1857.9,1881.2
12-31-2018,1871.4,1885.1,1870.8,1883.9
12-28-2018,1862.9,1887.4,1861.8,1870.8
12-27-2018,1848.2,1863.3,1820.9,1862.4
12-26-2018,1796,1850.7,1794,1850.7
12-24-2018,1833,1834.3,1802.5,1803
12-21-2018,1864.6,1876.7,1828.7,1835
12-20-2018,1890.5,1890.9,1853.8,1862.8
12-19-2018,1908.6,1930,1887.5,1892.7
12-18-2018,1914.5,1924.9,1900.6,1908.2
12-17-2018,1943,1944.3,1908,1914.3
12-14-2018,1975,1975.2,1940.1,1942.6
12-13-2018,1975.5,1986.2,1969.2,1974.4
12-12-2018,1954.2,1992.2,1954.2,1975.9
12-11-2018,1952.3,1977.4,1947.8,1954.7
12-10-2018,1964.7,1964.8,1927.6,1952.8
12-07-2018,1990.4,2006.3,1961.2,1965.2
12-06-2018,2008.9,2009,1954.9,1990.9
12-04-2018,2066.6,2066.7,2015.3,2016.9
12-03-2018,2042.1,2072.6,2041.8,2066.6
11-30-2018,2034.7,2041.5,2028.6,2041.4
11-29-2018,2034.7,2042.5,2027,2034.9
11-28-2018,2000.1,2034.7,1999.5,2029.8
11-27-2018,1998.9,2001.4,1987.9,2000.1
11-26-2018,1974.8,1999.7,1973.9,1999.2
11-23-2018,1984.2,1986,1973,1975.1
11-21-2018,1974.4,1995.1,1971.5,1984.7
11-20-2018,2009.7,2009.8,1969,1976.9
11-19-2018,2032.5,2036.8,2005.3,2009.6
11-16-2018,2026.1,2036.5,2019,2031.8
11-15-2018,2015.8,2029.7,1996,2026.3
11-14-2018,2027.7,2040.1,2007.8,2015.1
11-13-2018,2027.1,2042.8,2021.5,2026.5
11-12-2018,2060.6,2061.9,2026.2,2028.6
11-09-2018,2079.4,2079.8,2053.9,2063.2
11-08-2018,2083,2089.5,2074,2082.5
11-07-2018,2050.8,2084.5,2050.6,2084.5
11-06-2018,2041.2,2051.1,2041.2,2050.7
11-05-2018,2037.3,2044,2031.5,2040.7
11-02-2018,2041.8,2058.1,2026.2,2036.7
11-01-2018,2021.4,2042.9,2020.4,2040.9
10-31-2018,1996.1,2032.8,1996,2022
10-30-2018,1975.2,1997.5,1971.7,1997.2
10-29-2018,1982.4,2010.5,1958.3,1975.7
10-26-2018,2006.8,2008.4,1962.4,1981.9
10-25-2018,1988.6,2014.2,1978,2006.3
10-24-2018,2034.1,2036.2,1987.4,1988.6
10-23-2018,2053.3,2053.4,2009.2,2033.9
10-22-2018,2062.8,2067.3,2050.4,2053.4
10-19-2018,2063,2078.3,2058.9,2062.3
10-18-2018,2087.3,2089.7,2057.4,2064.5
10-17-2018,2090.8,2096.5,2075.4,2089.5
10-16-2018,2055.2,2092.1,2054.2,2091.2
10-15-2018,2062.6,2066.6,2052.2,2055.1
10-12-2018,2046.4,2070,2044.6,2063.4
10-11-2018,2089,2089,2040.1,2045
10-10-2018,2140.5,2142,2088.2,2089.1
10-09-2018,2144.4,2146.5,2132.3,2138.5
10-08-2018,2152,2152,2133.6,2143.6
10-05-2018,2164.6,2164.9,2143.7,2151.4
10-04-2018,2180.4,2181.9,2155.8,2165.4
10-03-2018,2183.4,2190.8,2180,2183.6
10-02-2018,2188,2190.2,2180.1,2183.6
10-01-2018,2183.6,2195.9,2181.5,2188.2
09-28-2018,2188.7,2190.5,2180,2184
09-27-2018,2189.1,2194.9,2182.3,2188.7
09-26-2018,2192.5,2202.4,2188.8,2189.3
09-25-2018,2191.1,2198.5,2190.8,2194.2
09-24-2018,2199.4,2199.4,2189.2,2193
09-21-2018,2197.7,2204,2197.6,2200
09-20-2018,2178.7,2198.6,2177.8,2195.7
09-19-2018,2174.2,2180.7,2173.9,2177.7
09-18-2018,2159.7,2174.5,2159.7,2172.3
09-17-2018,2165.4,2168.6,2159.5,2160.5
09-14-2018,2164.2,2169.2,2161.2,2166.6
09-13-2018,2153.9,2167,2153.9,2162.7
09-12-2018,2148.7,2155.5,2145.7,2152.7
09-11-2018,2142.5,2149.6,2134.9,2147.7
09-10-2018,2136.3,2148.2,2135.1,2142.6
09-07-2018,2143.6,2144.4,2131.6,2137.6
09-06-2018,2152.2,2154.4,2138.8,2144
09-05-2018,2163.4,2163.4,2146.8,2152.8
09-04-2018,2172.6,2172.6,2156.4,2162.8
08-31-2018,2181.1,2182.5,2168.8,2175.5
08-30-2018,2193,2193.2,2179.2,2181.6
08-29-2018,2182.1,2193.1,2180.5,2190.8
08-28-2018,2181.4,2187.6,2179.9,2182.5
08-27-2018,2162.9,2181.6,2162.6,2180
08-24-2018,2148.1,2162.8,2147.2,2161.6
08-23-2018,2155.8,2155.9,2146.1,2149.2
08-22-2018,2154.8,2159.3,2153.4,2156
08-21-2018,2148,2159.3,2147.2,2151.8
08-20-2018,2138.6,2148.2,2137.9,2145.2
08-17-2018,2130.7,2141.7,2127.6,2138.1
08-16-2018,2115.3,2135.1,2113.4,2131.1
08-15-2018,2136,2136,2106.8,2115.7
08-14-2018,2128,2138.8,2127.7,2137.4
08-13-2018,2137,2138.9,2125.2,2127.5
08-10-2018,2161.3,2161.3,2135,2139.8
08-09-2018,2166.3,2168.3,2160.8,2163.7
08-08-2018,2166.9,2169.2,2162.3,2166.2
08-07-2018,2157.4,2170.9,2157.3,2166.9
08-06-2018,2154.2,2158.7,2148.6,2157.3
08-03-2018,2146.5,2155.4,2144.8,2155.4
08-02-2018,2149.4,2149.7,2132.8,2147.6
08-01-2018,2153.6,2156.8,2146.5,2149.4
07-31-2018,2147.7,2157,2145.6,2153.1
07-30-2018,2155.5,2157.3,2146.2,2148.3
07-27-2018,2161.6,2168,2151.2,2156.1
07-26-2018,2166.5,2168.7,2160.2,2161.9
07-25-2018,2150.9,2165.4,2147.8,2161.8
07-24-2018,2139.8,2158,2138.6,2151.1
07-23-2018,2140.9,2142.4,2133.6,2139.4
07-20-2018,2137,2143.6,2134.2,2139.2
07-19-2018,2143.5,2145,2131.6,2134.8
07-18-2018,2137.9,2143.6,2135.4,2142.2
07-17-2018,2133.4,2139.1,2127.3,2138.2
07-16-2018,2135.3,2137,2130.4,2132.8
07-13-2018,2130.4,2136.3,2128.2,2134.6
07-12-2018,2114.2,2130.9,2113.9,2130.9
07-11-2018,2134.9,2135.1,2111.8,2117.3
07-10-2018,2131.6,2137.3,2129.3,2135.9
07-09-2018,2114.4,2131.1,2114.3,2131.1
07-06-2018,2096.7,2115.3,2096,2113.7
07-05-2018,2082.6,2096.2,2080.5,2096.2
07-03-2018,2083.7,2094.6,2081,2082.1
07-02-2018,2089.2,2089.4,2069.2,2082.1
06-29-2018,2089.3,2089.3,2089.3,2089.3
06-28-2018,2079.6,2079.6,2079.6,2079.6
06-27-2018,2087.4,2100.8,2074.4,2076.3
06-26-2018,2085.4,2091.9,2083.7,2088.4
06-25-2018,2116.2,2116.3,2078.4,2085.6
06-22-2018,2104.1,2120,2104,2114.9
06-21-2018,2116.8,2118.1,2103.8,2105.9
06-20-2018,2112.1,2121.9,2110.5,2117.8
06-19-2018,2126,2127.1,2100.8,2111.4
06-18-2018,2132.4,2132.4,2115.7,2125.8
06-15-2018,2138.1,2139.8,2126.1,2134.2
06-14-2018,2140.3,2144.3,2136.3,2142
06-13-2018,2144,2149,2137.7,2140.2
06-12-2018,2143.7,2147.7,2140.2,2145.4
06-11-2018,2138,2147.2,2137.7,2144.2
06-08-2018,2136.5,2138,2128.7,2137.7
06-07-2018,2137.2,2143.1,2132.6,2137.6
06-06-2018,2122.3,2136.7,2121.9,2136.7
06-05-2018,2121.8,2123.3,2115.9,2119.4
06-04-2018,2111.1,2124.9,2111.1,2121.9
06-01-2018,2092.4,2110.6,2090.9,2109.2
05-31-2018,2103.2,2108.2,2090.2,2092.9
05-30-2018,2081.4,2103.8,2078,2100.4
05-29-2018,2107.1,2108,2077.4,2083.3
05-25-2018,2116.7,2119.3,2107.8,2110.8
05-24-2018,2123.1,2124.8,2107,2117.7
05-23-2018,2129,2129.2,2110.6,2128.8
05-22-2018,2132.8,2138.9,2127.9,2128.8
05-21-2018,2120.3,2134,2118,2130.7
05-18-2018,2125.7,2127.3,2117.7,2120.8
05-17-2018,2125.3,2131.1,2120.8,2125.6
05-16-2018,2118.8,2126.6,2116.2,2123
05-15-2018,2134.2,2134.8,2113.6,2120
05-14-2018,2131.9,2141.6,2131.7,2136.1
05-11-2018,2126,2134.8,2126,2132
05-10-2018,2109.7,2127.6,2109.3,2123.5
05-09-2018,2095.9,2111.6,2092.4,2109.8
05-08-2018,2097.8,2099.2,2088.1,2095.1
05-07-2018,2090.6,2102.5,2088.9,2096.9
05-04-2018,2073.1,2094.2,2063.7,2089.4
05-03-2018,2076.4,2078.9,2054.1,2071.4
05-02-2018,2084.2,2091.3,2074.1,2076.7
05-01-2018,2086.1,2086.3,2071.4,2083.8
04-30-2018,2096.4,2102.4,2086.2,2086.5
04-27-2018,2093.1,2098.9,2089.5,2096.1
04-26-2018,2077.4,2096.3,2076.3,2092.4
04-25-2018,2082.1,2082.1,2063.3,2076.7
04-24-2018,2097.3,2105.1,2075.6,2081.5
04-23-2018,2098.9,2102.9,2090.8,2097.2
04-20-2018,2112.9,2113.6,2095.4,2099.7
04-19-2018,2123.9,2125.3,2108.8,2115.9
04-18-2018,2117.6,2128,2117.5,2123.8
04-17-2018,2100.5,2120.6,2100,2116.4
04-16-2018,2089.3,2104.4,2089.2,2099.8
04-13-2018,2092.4,2101.7,2084.4,2089
04-12-2018,2081.7,2096.4,2078.3,2090.9
04-11-2018,2091.1,2091.3,2080.2,2082.6
04-10-2018,2061.7,2094.5,2061.5,2090.1
04-09-2018,2053.1,2081,2052.8,2061.2
04-06-2018,2081.9,2082.8,2045.4,2052.8
04-05-2018,2062.6,2085.2,2062,2080.7
04-04-2018,2049.9,2063.2,2027,2061.3
04-03-2018,2036.7,2050.9,2029.4,2048.8
04-02-2018,2067.5,2069.1,2026.2,2038.5
03-29-2018,2044.9,2073.8,2044.7,2065.5
03-28-2018,2056.6,2059.8,2039,2047.8
03-27-2018,2069.4,2085.8,2048.7,2055.6
03-26-2018,2036.6,2070.4,2034.1,2069.1
03-23-2018,2074.3,2074.3,2035.8,2036.6
03-22-2018,2113.5,2116.5,2072.5,2072.9
03-21-2018,2110,2123.9,2109,2109.2
03-20-2018,2110.1,2114.1,2107.3,2110.9
03-19-2018,2134.7,2134.9,2102.3,2110.4
03-16-2018,2132.3,2139.6,2131.3,2134.1
03-15-2018,2134.7,2142.4,2130.3,2133.4
03-14-2018,2144.2,2150.7,2132.8,2134.5
03-13-2018,2154.9,2164.3,2141,2144.6
03-12-2018,2149.4,2160.9,2149.4,2154.3
03-09-2018,2124.6,2149.3,2123.6,2149.3
03-08-2018,2116.3,2125.7,2116.3,2125.3
03-07-2018,2119,2119.4,2104.3,2116
03-06-2018,2106.2,2120.7,2106.2,2117.8
03-05-2018,2091.1,2109.2,2081,2106.6
03-02-2018,2095,2095,2069.2,2089.8
03-01-2018,2117.4,2117.5,2083,2090
02-28-2018,2141,2144.2,2117.6,2118
02-27-2018,2160.7,2165.5,2140.5,2140.6
02-26-2018,2140.2,2161.4,2140,2159.7
02-23-2018,2118.2,2140.9,2116.9,2140.9
02-22-2018,2115.8,2131.1,2109.1,2117.2
02-21-2018,2125,2141.5,2116.4,2118.4
02-20-2018,2136.1,2136.6,2121.1,2126.2
02-16-2018,2132.8,2148,2131.9,2137.9
02-15-2018,2108.2,2133,2108.2,2130.9
02-14-2018,2080,2109.3,2072.4,2105.9
02-13-2018,2076.9,2083.1,2069.2,2080.7
02-12-2018,2051.1,2084.7,2050.6,2075.9
02-09-2018,2044.7,2059.6,2009.6,2050.9
02-08-2018,2099.3,2102.9,2044.5,2045
02-07-2018,2100.3,2124.1,2099.2,2101.1
02-06-2018,2103,2103,2054.6,2098.9
02-05-2018,2170.4,2171.2,2100.7,2103.6
02-02-2018,2213.9,2214.5,2171.4,2171.5
02-01-2018,2211.1,2218.8,2207.9,2212.5
01-31-2018,2214.1,2221.6,2205.4,2213.2
01-30-2018,2234.9,2235,2212.3,2214.1
01-29-2018,2248.3,2249.7,2234.2,2234.2
01-26-2018,2225.5,2248.9,2225.5,2248.9
01-25-2018,2233,2239.5,2222.5,2234.4
01-24-2018,2230.2,2242.5,2227.1,2232.3
01-23-2018,2221.1,2231.3,2220.9,2230.1
01-22-2018,2208.6,2221.1,2206.2,2221
01-19-2018,2197.3,2207.4,2196.9,2207.4
01-18-2018,2196.4,2200.7,2194.6,2196.7
01-17-2018,2189.4,2202.7,2185.6,2199.9
01-16-2018,2193.5,2203,2186.8,2188.4
01-12-2018,2172.2,2188.6,2170.7,2185.3
01-11-2018,2160.6,2172.1,2157.9,2171.8
01-10-2018,2161.8,2165.6,2155.7,2162.3
01-09-2018,2157.3,2165.6,2157.3,2161.8
01-08-2018,2157,2158,2152.8,2158
01-05-2018,2143,2157.1,2143,2156.6
01-04-2018,2125.2,2145.8,2124.9,2142.8
01-03-2018,2116.3,2126.2,2115.4,2125.7
01-02-2018,2103.3,2116.6,2102.7,2116
12-29-2017,2107.1,2112.4,2102.5,2103.5
12-28-2017,2103.8,2107.4,2103.5,2106.9
12-27-2017,2099.5,2105,2099.3,2103.2
12-26-2017,2101.2,2101.4,2098.4,2099.3
12-22-2017,2101.6,2102.3,2097.5,2099.6
12-21-2017,2094.8,2104.9,2092.5,2100.8
12-20-2017,2098.1,2101.9,2094.1,2095.4
12-19-2017,2102.7,2104.7,2096.3,2096.3
12-18-2017,2085,2106.1,2084.9,2104
12-15-2017,2078,2087.3,2075.1,2085.5
12-14-2017,2087.9,2088.4,2077.6,2077.6
12-13-2017,2084,2092.3,2083.3,2084.4
12-12-2017,2080.1,2086.4,2079.9,2083.4
12-11-2017,2074.1,2081.2,2074,2081.2
12-08-2017,2063,2074.2,2062.8,2073.5
12-07-2017,2058.3,2065.7,2057.6,2063.6
12-06-2017,2063.5,2063.7,2056.2,2058.2
12-05-2017,2070.9,2073.2,2063.2,2063.6
12-04-2017,2070,2083.9,2066.4,2070
12-01-2017,2074.7,2077.7,2057.2,2069.4
11-30-2017,2065.9,2079.4,2064.7,2077.4
11-29-2017,2067.2,2072.9,2063.9,2066.2
11-28-2017,2054.7,2067.4,2053,2066.6
11-27-2017,2058.9,2060.9,2054.4,2055.8
11-24-2017,2053.7,2060.4,2052.1,2059.5
11-22-2017,2047.5,2054,2047.5,2050.1
11-21-2017,2034.6,2048.9,2034.6,2047.2
11-20-2017,2033.4,2036.6,2031.4,2035.7
11-17-2017,2035.1,2040.1,2032.3,2033.2
11-16-2017,2020.9,2037.1,2020.9,2035.8
11-15-2017,2033.7,2033.7,2016.6,2021
11-14-2017,2035.2,2036.5,2026.1,2031.9
11-13-2017,2038.7,2038.7,2029.1,2035.7
11-10-2017,2043.9,2044.1,2037.2,2040.3
11-09-2017,2050.8,2054.3,2035.6,2042.4
11-08-2017,2048.1,2051.4,2045.5,2050.7
11-07-2017,2049.3,2052.1,2044.5,2046.8
11-06-2017,2045.7,2050.2,2043.8,2046.8
11-03-2017,2042.3,2045.8,2039.2,2045.5
11-02-2017,2041.1,2044.6,2036.4,2043.2
11-01-2017,2036.8,2047.1,2036.7,2041.2
10-31-2017,2035.4,2038.4,2033.8,2036.8
10-30-2017,2035.8,2038,2032.6,2034.6
10-27-2017,2023.3,2036.3,2022.9,2034.6
10-26-2017,2023.8,2028.3,2023.4,2025.7
10-25-2017,2031.6,2032.5,2017.4,2023.5
10-24-2017,2031,2033.8,2029.6,2031.4
10-23-2017,2033.9,2036.9,2030.1,2030.1
10-20-2017,2032.2,2035.6,2028.9,2035.6
10-19-2017,2031.3,2033.5,2024.8,2033.3
10-18-2017,2028.8,2033.1,2028,2030.4
10-17-2017,2028.7,2030,2025.7,2027.4
10-16-2017,2027,2031.6,2027,2029.9
10-13-2017,2024.6,2031.1,2024.1,2028
10-12-2017,2025.5,2027.7,2022.2,2023.6
10-11-2017,2020.5,2025.9,2019.9,2024.5
10-10-2017,2013.1,2022.7,2012.9,2021.6
10-09-2017,2015.1,2016.3,2012.4,2013.1
10-06-2017,2015.3,2016.3,2009.8,2014
10-05-2017,2010.5,2016.2,2008.2,2016.2
10-04-2017,2009.4,2011.9,2007.4,2011
10-03-2017,2004.8,2009.7,2002.6,2009.6
10-02-2017,2000.2,2004.7,1997.5,2004.7
09-29-2017,1993.1,2000.6,1991.3,2000.6
09-28-2017,1987.5,1993.9,1986.6,1992.4
09-27-2017,1984.5,1990.1,1980.6,1988
09-26-2017,1988.8,1989.2,1982.6,1983.3
09-25-2017,1992.1,1993.7,1984.4,1989.1
09-22-2017,1991.7,1994.9,1990.9,1994.6
09-21-2017,1992.7,1994,1989,1990.3
09-20-2017,1995.9,1999.4,1986.1,1998.7
09-19-2017,1991.4,1997.6,1991.3,1996.1
09-18-2017,1986.6,1993.6,1986.5,1990.6
09-15-2017,1986.5,1988,1984.2,1987.7
09-14-2017,1985.9,1986.1,1981.1,1983.4
09-13-2017,1989.2,1990.4,1983.6,1986.7
09-12-2017,1981.7,1988.3,1981.3,1988.3
09-11-2017,1965.2,1982,1965.1,1982
09-08-2017,1965.8,1969.4,1964.5,1964.5
09-07-2017,1958.7,1966.6,1958,1964.6
09-06-2017,1954.1,1960.4,1951.5,1959.2
09-05-2017,1962.1,1963.8,1948.2,1954.6
09-01-2017,1961.9,1968,1960.3,1965.8
08-31-2017,1947,1962.4,1946.5,1959.7
08-30-2017,1942.1,1948,1941,1947.5
08-29-2017,1945.8,1948,1935.2,1945.1
08-28-2017,1947.3,1949.1,1944.2,1946.3
08-25-2017,1939.5,1951.2,1938.6,1944.6
08-24-2017,1942.4,1946.2,1938.7,1939.7
08-23-2017,1945.9,1945.9,1939.5,1942.2
08-22-2017,1931.5,1945.4,1930.6,1945.2
08-21-2017,1930.1,1932.5,1925.2,1932.2
08-18-2017,1934,1936.2,1927,1930.4
08-17-2017,1958.5,1959.6,1936.2,1936.3
08-16-2017,1949.9,1958.7,1949.1,1954
08-15-2017,1952.3,1954.2,1947.3,1949.2
08-14-2017,1937.7,1954.7,1936.5,1952.6
08-11-2017,1940.6,1942.1,1934.1,1937.7
08-10-2017,1963.2,1963.5,1940.3,1940.3
08-09-2017,1968.2,1968.6,1955.2,1961.9
08-08-2017,1972.4,1974.8,1966.1,1966.8
08-07-2017,1969.8,1972.1,1968.7,1971.8
08-04-2017,1968.5,1971.4,1964.5,1967.8
08-03-2017,1969.3,1970.9,1966.6,1968.7
08-02-2017,1969.8,1971.1,1963.8,1970.3
08-01-2017,1962.1,1971.4,1962.1,1970.4
07-31-2017,1960.7,1965.2,1959.2,1961.1
07-28-2017,1964.4,1964.5,1955.7,1960.3
07-27-2017,1967.4,1971.3,1956.9,1963.5
07-26-2017,1960.4,1968.8,1958.9,1961.9
07-25-2017,1954.1,1964.5,1954,1960.6
07-24-2017,1958.6,1958.7,1952.5,1954.8
07-21-2017,1961.9,1963.9,1953.7,1958.8
07-20-2017,1958.8,1964.7,1958.3,1963.3
07-19-2017,1948.1,1958.6,1948,1958.6
07-18-2017,1947.9,1951.2,1944,1949.7
07-17-2017,1949.6,1950.9,1947.1,1948.6
07-14-2017,1938,1951.2,1937.6,1948.1
07-13-2017,1933.6,1938.2,1933.3,1936.9
