,date,CPI,Inflation_rate
0,01-01-1995,150.5,0.3
1,01-02-1995,150.5,0.3
2,01-03-1995,150.5,0.3
3,01-04-1995,150.5,0.3
4,01-05-1995,150.5,0.3
5,01-06-1995,150.5,0.3
6,01-07-1995,150.5,0.3
7,01-08-1995,150.5,0.3
8,01-09-1995,150.5,0.3
9,01-10-1995,150.5,0.3
10,01-11-1995,150.5,0.3
11,01-12-1995,150.5,0.3
12,01-13-1995,150.5,0.3
13,01-14-1995,150.5,0.3
14,01-15-1995,150.5,0.3
15,01-16-1995,150.5,0.3
16,01-17-1995,150.5,0.3
17,01-18-1995,150.5,0.3
18,01-19-1995,150.5,0.3
19,01-20-1995,150.5,0.3
20,01-21-1995,150.5,0.3
21,01-22-1995,150.5,0.3
22,01-23-1995,150.5,0.3
23,01-24-1995,150.5,0.3
24,01-25-1995,150.5,0.3
25,01-26-1995,150.5,0.3
26,01-27-1995,150.5,0.3
27,01-28-1995,150.5,0.3
28,01-29-1995,150.5,0.3
29,01-30-1995,150.5,0.3
30,01-31-1995,150.5,0.3
31,02-01-1995,150.9,0.3
32,02-02-1995,150.9,0.3
33,02-03-1995,150.9,0.3
34,02-04-1995,150.9,0.3
35,02-05-1995,150.9,0.3
36,02-06-1995,150.9,0.3
37,02-07-1995,150.9,0.3
38,02-08-1995,150.9,0.3
39,02-09-1995,150.9,0.3
40,02-10-1995,150.9,0.3
41,02-11-1995,150.9,0.3
42,02-12-1995,150.9,0.3
43,02-13-1995,150.9,0.3
44,02-14-1995,150.9,0.3
45,02-15-1995,150.9,0.3
46,02-16-1995,150.9,0.3
47,02-17-1995,150.9,0.3
48,02-18-1995,150.9,0.3
49,02-19-1995,150.9,0.3
50,02-20-1995,150.9,0.3
51,02-21-1995,150.9,0.3
52,02-22-1995,150.9,0.3
53,02-23-1995,150.9,0.3
54,02-24-1995,150.9,0.3
55,02-25-1995,150.9,0.3
56,02-26-1995,150.9,0.3
57,02-27-1995,150.9,0.3
58,02-28-1995,150.9,0.3
59,03-01-1995,151.2,0.2
60,03-02-1995,151.2,0.2
61,03-03-1995,151.2,0.2
62,03-04-1995,151.2,0.2
63,03-05-1995,151.2,0.2
64,03-06-1995,151.2,0.2
65,03-07-1995,151.2,0.2
66,03-08-1995,151.2,0.2
67,03-09-1995,151.2,0.2
68,03-10-1995,151.2,0.2
69,03-11-1995,151.2,0.2
70,03-12-1995,151.2,0.2
71,03-13-1995,151.2,0.2
72,03-14-1995,151.2,0.2
73,03-15-1995,151.2,0.2
74,03-16-1995,151.2,0.2
75,03-17-1995,151.2,0.2
76,03-18-1995,151.2,0.2
77,03-19-1995,151.2,0.2
78,03-20-1995,151.2,0.2
79,03-21-1995,151.2,0.2
80,03-22-1995,151.2,0.2
81,03-23-1995,151.2,0.2
82,03-24-1995,151.2,0.2
83,03-25-1995,151.2,0.2
84,03-26-1995,151.2,0.2
85,03-27-1995,151.2,0.2
86,03-28-1995,151.2,0.2
87,03-29-1995,151.2,0.2
88,03-30-1995,151.2,0.2
89,03-31-1995,151.2,0.2
90,04-01-1995,151.8,0.4
91,04-02-1995,151.8,0.4
92,04-03-1995,151.8,0.4
93,04-04-1995,151.8,0.4
94,04-05-1995,151.8,0.4
95,04-06-1995,151.8,0.4
96,04-07-1995,151.8,0.4
97,04-08-1995,151.8,0.4
98,04-09-1995,151.8,0.4
99,04-10-1995,151.8,0.4
100,04-11-1995,151.8,0.4
101,04-12-1995,151.8,0.4
102,04-13-1995,151.8,0.4
103,04-14-1995,151.8,0.4
104,04-15-1995,151.8,0.4
105,04-16-1995,151.8,0.4
106,04-17-1995,151.8,0.4
107,04-18-1995,151.8,0.4
108,04-19-1995,151.8,0.4
109,04-20-1995,151.8,0.4
110,04-21-1995,151.8,0.4
111,04-22-1995,151.8,0.4
112,04-23-1995,151.8,0.4
113,04-24-1995,151.8,0.4
114,04-25-1995,151.8,0.4
115,04-26-1995,151.8,0.4
116,04-27-1995,151.8,0.4
117,04-28-1995,151.8,0.4
118,04-29-1995,151.8,0.4
119,04-30-1995,151.8,0.4
120,05-01-1995,152.1,0.2
121,05-02-1995,152.1,0.2
122,05-03-1995,152.1,0.2
123,05-04-1995,152.1,0.2
124,05-05-1995,152.1,0.2
125,05-06-1995,152.1,0.2
126,05-07-1995,152.1,0.2
127,05-08-1995,152.1,0.2
128,05-09-1995,152.1,0.2
129,05-10-1995,152.1,0.2
130,05-11-1995,152.1,0.2
131,05-12-1995,152.1,0.2
132,05-13-1995,152.1,0.2
133,05-14-1995,152.1,0.2
134,05-15-1995,152.1,0.2
135,05-16-1995,152.1,0.2
136,05-17-1995,152.1,0.2
137,05-18-1995,152.1,0.2
138,05-19-1995,152.1,0.2
139,05-20-1995,152.1,0.2
140,05-21-1995,152.1,0.2
141,05-22-1995,152.1,0.2
142,05-23-1995,152.1,0.2
143,05-24-1995,152.1,0.2
144,05-25-1995,152.1,0.2
145,05-26-1995,152.1,0.2
146,05-27-1995,152.1,0.2
147,05-28-1995,152.1,0.2
148,05-29-1995,152.1,0.2
149,05-30-1995,152.1,0.2
150,05-31-1995,152.1,0.2
151,06-01-1995,152.4,0.2
152,06-02-1995,152.4,0.2
153,06-03-1995,152.4,0.2
154,06-04-1995,152.4,0.2
155,06-05-1995,152.4,0.2
156,06-06-1995,152.4,0.2
157,06-07-1995,152.4,0.2
158,06-08-1995,152.4,0.2
159,06-09-1995,152.4,0.2
160,06-10-1995,152.4,0.2
161,06-11-1995,152.4,0.2
162,06-12-1995,152.4,0.2
163,06-13-1995,152.4,0.2
164,06-14-1995,152.4,0.2
165,06-15-1995,152.4,0.2
166,06-16-1995,152.4,0.2
167,06-17-1995,152.4,0.2
168,06-18-1995,152.4,0.2
169,06-19-1995,152.4,0.2
170,06-20-1995,152.4,0.2
171,06-21-1995,152.4,0.2
172,06-22-1995,152.4,0.2
173,06-23-1995,152.4,0.2
174,06-24-1995,152.4,0.2
175,06-25-1995,152.4,0.2
176,06-26-1995,152.4,0.2
177,06-27-1995,152.4,0.2
178,06-28-1995,152.4,0.2
179,06-29-1995,152.4,0.2
180,06-30-1995,152.4,0.2
181,07-01-1995,152.6,0.1
182,07-02-1995,152.6,0.1
183,07-03-1995,152.6,0.1
184,07-04-1995,152.6,0.1
185,07-05-1995,152.6,0.1
186,07-06-1995,152.6,0.1
187,07-07-1995,152.6,0.1
188,07-08-1995,152.6,0.1
189,07-09-1995,152.6,0.1
190,07-10-1995,152.6,0.1
191,07-11-1995,152.6,0.1
192,07-12-1995,152.6,0.1
193,07-13-1995,152.6,0.1
194,07-14-1995,152.6,0.1
195,07-15-1995,152.6,0.1
196,07-16-1995,152.6,0.1
197,07-17-1995,152.6,0.1
198,07-18-1995,152.6,0.1
199,07-19-1995,152.6,0.1
200,07-20-1995,152.6,0.1
201,07-21-1995,152.6,0.1
202,07-22-1995,152.6,0.1
203,07-23-1995,152.6,0.1
204,07-24-1995,152.6,0.1
205,07-25-1995,152.6,0.1
206,07-26-1995,152.6,0.1
207,07-27-1995,152.6,0.1
208,07-28-1995,152.6,0.1
209,07-29-1995,152.6,0.1
210,07-30-1995,152.6,0.1
211,07-31-1995,152.6,0.1
212,08-01-1995,152.9,0.2
213,08-02-1995,152.9,0.2
214,08-03-1995,152.9,0.2
215,08-04-1995,152.9,0.2
216,08-05-1995,152.9,0.2
217,08-06-1995,152.9,0.2
218,08-07-1995,152.9,0.2
219,08-08-1995,152.9,0.2
220,08-09-1995,152.9,0.2
221,08-10-1995,152.9,0.2
222,08-11-1995,152.9,0.2
223,08-12-1995,152.9,0.2
224,08-13-1995,152.9,0.2
225,08-14-1995,152.9,0.2
226,08-15-1995,152.9,0.2
227,08-16-1995,152.9,0.2
228,08-17-1995,152.9,0.2
229,08-18-1995,152.9,0.2
230,08-19-1995,152.9,0.2
231,08-20-1995,152.9,0.2
232,08-21-1995,152.9,0.2
233,08-22-1995,152.9,0.2
234,08-23-1995,152.9,0.2
235,08-24-1995,152.9,0.2
236,08-25-1995,152.9,0.2
237,08-26-1995,152.9,0.2
238,08-27-1995,152.9,0.2
239,08-28-1995,152.9,0.2
240,08-29-1995,152.9,0.2
241,08-30-1995,152.9,0.2
242,08-31-1995,152.9,0.2
243,09-01-1995,153.1,0.1
244,09-02-1995,153.1,0.1
245,09-03-1995,153.1,0.1
246,09-04-1995,153.1,0.1
247,09-05-1995,153.1,0.1
248,09-06-1995,153.1,0.1
249,09-07-1995,153.1,0.1
250,09-08-1995,153.1,0.1
251,09-09-1995,153.1,0.1
252,09-10-1995,153.1,0.1
253,09-11-1995,153.1,0.1
254,09-12-1995,153.1,0.1
255,09-13-1995,153.1,0.1
256,09-14-1995,153.1,0.1
257,09-15-1995,153.1,0.1
258,09-16-1995,153.1,0.1
259,09-17-1995,153.1,0.1
260,09-18-1995,153.1,0.1
261,09-19-1995,153.1,0.1
262,09-20-1995,153.1,0.1
263,09-21-1995,153.1,0.1
264,09-22-1995,153.1,0.1
265,09-23-1995,153.1,0.1
266,09-24-1995,153.1,0.1
267,09-25-1995,153.1,0.1
268,09-26-1995,153.1,0.1
269,09-27-1995,153.1,0.1
270,09-28-1995,153.1,0.1
271,09-29-1995,153.1,0.1
272,09-30-1995,153.1,0.1
273,10-01-1995,153.5,0.3
274,10-02-1995,153.5,0.3
275,10-03-1995,153.5,0.3
276,10-04-1995,153.5,0.3
277,10-05-1995,153.5,0.3
278,10-06-1995,153.5,0.3
279,10-07-1995,153.5,0.3
280,10-08-1995,153.5,0.3
281,10-09-1995,153.5,0.3
282,10-10-1995,153.5,0.3
283,10-11-1995,153.5,0.3
284,10-12-1995,153.5,0.3
285,10-13-1995,153.5,0.3
286,10-14-1995,153.5,0.3
287,10-15-1995,153.5,0.3
288,10-16-1995,153.5,0.3
289,10-17-1995,153.5,0.3
290,10-18-1995,153.5,0.3
291,10-19-1995,153.5,0.3
292,10-20-1995,153.5,0.3
293,10-21-1995,153.5,0.3
294,10-22-1995,153.5,0.3
295,10-23-1995,153.5,0.3
296,10-24-1995,153.5,0.3
297,10-25-1995,153.5,0.3
298,10-26-1995,153.5,0.3
299,10-27-1995,153.5,0.3
300,10-28-1995,153.5,0.3
301,10-29-1995,153.5,0.3
302,10-30-1995,153.5,0.3
303,10-31-1995,153.5,0.3
304,11-01-1995,153.7,0.1
305,11-02-1995,153.7,0.1
306,11-03-1995,153.7,0.1
307,11-04-1995,153.7,0.1
308,11-05-1995,153.7,0.1
309,11-06-1995,153.7,0.1
310,11-07-1995,153.7,0.1
311,11-08-1995,153.7,0.1
312,11-09-1995,153.7,0.1
313,11-10-1995,153.7,0.1
314,11-11-1995,153.7,0.1
315,11-12-1995,153.7,0.1
316,11-13-1995,153.7,0.1
317,11-14-1995,153.7,0.1
318,11-15-1995,153.7,0.1
319,11-16-1995,153.7,0.1
320,11-17-1995,153.7,0.1
321,11-18-1995,153.7,0.1
322,11-19-1995,153.7,0.1
323,11-20-1995,153.7,0.1
324,11-21-1995,153.7,0.1
325,11-22-1995,153.7,0.1
326,11-23-1995,153.7,0.1
327,11-24-1995,153.7,0.1
328,11-25-1995,153.7,0.1
329,11-26-1995,153.7,0.1
330,11-27-1995,153.7,0.1
331,11-28-1995,153.7,0.1
332,11-29-1995,153.7,0.1
333,11-30-1995,153.7,0.1
334,12-01-1995,153.9,0.1
335,12-02-1995,153.9,0.1
336,12-03-1995,153.9,0.1
337,12-04-1995,153.9,0.1
338,12-05-1995,153.9,0.1
339,12-06-1995,153.9,0.1
340,12-07-1995,153.9,0.1
341,12-08-1995,153.9,0.1
342,12-09-1995,153.9,0.1
343,12-10-1995,153.9,0.1
344,12-11-1995,153.9,0.1
345,12-12-1995,153.9,0.1
346,12-13-1995,153.9,0.1
347,12-14-1995,153.9,0.1
348,12-15-1995,153.9,0.1
349,12-16-1995,153.9,0.1
350,12-17-1995,153.9,0.1
351,12-18-1995,153.9,0.1
352,12-19-1995,153.9,0.1
353,12-20-1995,153.9,0.1
354,12-21-1995,153.9,0.1
355,12-22-1995,153.9,0.1
356,12-23-1995,153.9,0.1
357,12-24-1995,153.9,0.1
358,12-25-1995,153.9,0.1
359,12-26-1995,153.9,0.1
360,12-27-1995,153.9,0.1
361,12-28-1995,153.9,0.1
362,12-29-1995,153.9,0.1
363,12-30-1995,153.9,0.1
364,12-31-1995,153.9,0.1
365,01-01-1996,154.7,0.5
366,01-02-1996,154.7,0.5
367,01-03-1996,154.7,0.5
368,01-04-1996,154.7,0.5
369,01-05-1996,154.7,0.5
370,01-06-1996,154.7,0.5
371,01-07-1996,154.7,0.5
372,01-08-1996,154.7,0.5
373,01-09-1996,154.7,0.5
374,01-10-1996,154.7,0.5
375,01-11-1996,154.7,0.5
376,01-12-1996,154.7,0.5
377,01-13-1996,154.7,0.5
378,01-14-1996,154.7,0.5
379,01-15-1996,154.7,0.5
380,01-16-1996,154.7,0.5
381,01-17-1996,154.7,0.5
382,01-18-1996,154.7,0.5
383,01-19-1996,154.7,0.5
384,01-20-1996,154.7,0.5
385,01-21-1996,154.7,0.5
386,01-22-1996,154.7,0.5
387,01-23-1996,154.7,0.5
388,01-24-1996,154.7,0.5
389,01-25-1996,154.7,0.5
390,01-26-1996,154.7,0.5
391,01-27-1996,154.7,0.5
392,01-28-1996,154.7,0.5
393,01-29-1996,154.7,0.5
394,01-30-1996,154.7,0.5
395,01-31-1996,154.7,0.5
396,02-01-1996,155,0.2
397,02-02-1996,155,0.2
398,02-03-1996,155,0.2
399,02-04-1996,155,0.2
400,02-05-1996,155,0.2
401,02-06-1996,155,0.2
402,02-07-1996,155,0.2
403,02-08-1996,155,0.2
404,02-09-1996,155,0.2
405,02-10-1996,155,0.2
406,02-11-1996,155,0.2
407,02-12-1996,155,0.2
408,02-13-1996,155,0.2
409,02-14-1996,155,0.2
410,02-15-1996,155,0.2
411,02-16-1996,155,0.2
412,02-17-1996,155,0.2
413,02-18-1996,155,0.2
414,02-19-1996,155,0.2
415,02-20-1996,155,0.2
416,02-21-1996,155,0.2
417,02-22-1996,155,0.2
418,02-23-1996,155,0.2
419,02-24-1996,155,0.2
420,02-25-1996,155,0.2
421,02-26-1996,155,0.2
422,02-27-1996,155,0.2
423,02-28-1996,155,0.2
424,02-29-1996,155,0.2
425,03-01-1996,155.5,0.3
426,03-02-1996,155.5,0.3
427,03-03-1996,155.5,0.3
428,03-04-1996,155.5,0.3
429,03-05-1996,155.5,0.3
430,03-06-1996,155.5,0.3
431,03-07-1996,155.5,0.3
432,03-08-1996,155.5,0.3
433,03-09-1996,155.5,0.3
434,03-10-1996,155.5,0.3
435,03-11-1996,155.5,0.3
436,03-12-1996,155.5,0.3
437,03-13-1996,155.5,0.3
438,03-14-1996,155.5,0.3
439,03-15-1996,155.5,0.3
440,03-16-1996,155.5,0.3
441,03-17-1996,155.5,0.3
442,03-18-1996,155.5,0.3
443,03-19-1996,155.5,0.3
444,03-20-1996,155.5,0.3
445,03-21-1996,155.5,0.3
446,03-22-1996,155.5,0.3
447,03-23-1996,155.5,0.3
448,03-24-1996,155.5,0.3
449,03-25-1996,155.5,0.3
450,03-26-1996,155.5,0.3
451,03-27-1996,155.5,0.3
452,03-28-1996,155.5,0.3
453,03-29-1996,155.5,0.3
454,03-30-1996,155.5,0.3
455,03-31-1996,155.5,0.3
456,04-01-1996,156.1,0.4
457,04-02-1996,156.1,0.4
458,04-03-1996,156.1,0.4
459,04-04-1996,156.1,0.4
460,04-05-1996,156.1,0.4
461,04-06-1996,156.1,0.4
462,04-07-1996,156.1,0.4
463,04-08-1996,156.1,0.4
464,04-09-1996,156.1,0.4
465,04-10-1996,156.1,0.4
466,04-11-1996,156.1,0.4
467,04-12-1996,156.1,0.4
468,04-13-1996,156.1,0.4
469,04-14-1996,156.1,0.4
470,04-15-1996,156.1,0.4
471,04-16-1996,156.1,0.4
472,04-17-1996,156.1,0.4
473,04-18-1996,156.1,0.4
474,04-19-1996,156.1,0.4
475,04-20-1996,156.1,0.4
476,04-21-1996,156.1,0.4
477,04-22-1996,156.1,0.4
478,04-23-1996,156.1,0.4
479,04-24-1996,156.1,0.4
480,04-25-1996,156.1,0.4
481,04-26-1996,156.1,0.4
482,04-27-1996,156.1,0.4
483,04-28-1996,156.1,0.4
484,04-29-1996,156.1,0.4
485,04-30-1996,156.1,0.4
486,05-01-1996,156.4,0.2
487,05-02-1996,156.4,0.2
488,05-03-1996,156.4,0.2
489,05-04-1996,156.4,0.2
490,05-05-1996,156.4,0.2
491,05-06-1996,156.4,0.2
492,05-07-1996,156.4,0.2
493,05-08-1996,156.4,0.2
494,05-09-1996,156.4,0.2
495,05-10-1996,156.4,0.2
496,05-11-1996,156.4,0.2
497,05-12-1996,156.4,0.2
498,05-13-1996,156.4,0.2
499,05-14-1996,156.4,0.2
500,05-15-1996,156.4,0.2
501,05-16-1996,156.4,0.2
502,05-17-1996,156.4,0.2
503,05-18-1996,156.4,0.2
504,05-19-1996,156.4,0.2
505,05-20-1996,156.4,0.2
506,05-21-1996,156.4,0.2
507,05-22-1996,156.4,0.2
508,05-23-1996,156.4,0.2
509,05-24-1996,156.4,0.2
510,05-25-1996,156.4,0.2
511,05-26-1996,156.4,0.2
512,05-27-1996,156.4,0.2
513,05-28-1996,156.4,0.2
514,05-29-1996,156.4,0.2
515,05-30-1996,156.4,0.2
516,05-31-1996,156.4,0.2
517,06-01-1996,156.7,0.2
518,06-02-1996,156.7,0.2
519,06-03-1996,156.7,0.2
520,06-04-1996,156.7,0.2
521,06-05-1996,156.7,0.2
522,06-06-1996,156.7,0.2
523,06-07-1996,156.7,0.2
524,06-08-1996,156.7,0.2
525,06-09-1996,156.7,0.2
526,06-10-1996,156.7,0.2
527,06-11-1996,156.7,0.2
528,06-12-1996,156.7,0.2
529,06-13-1996,156.7,0.2
530,06-14-1996,156.7,0.2
531,06-15-1996,156.7,0.2
532,06-16-1996,156.7,0.2
533,06-17-1996,156.7,0.2
534,06-18-1996,156.7,0.2
535,06-19-1996,156.7,0.2
536,06-20-1996,156.7,0.2
537,06-21-1996,156.7,0.2
538,06-22-1996,156.7,0.2
539,06-23-1996,156.7,0.2
540,06-24-1996,156.7,0.2
541,06-25-1996,156.7,0.2
542,06-26-1996,156.7,0.2
543,06-27-1996,156.7,0.2
544,06-28-1996,156.7,0.2
545,06-29-1996,156.7,0.2
546,06-30-1996,156.7,0.2
547,07-01-1996,157,0.2
548,07-02-1996,157,0.2
549,07-03-1996,157,0.2
550,07-04-1996,157,0.2
551,07-05-1996,157,0.2
552,07-06-1996,157,0.2
553,07-07-1996,157,0.2
554,07-08-1996,157,0.2
555,07-09-1996,157,0.2
556,07-10-1996,157,0.2
557,07-11-1996,157,0.2
558,07-12-1996,157,0.2
559,07-13-1996,157,0.2
560,07-14-1996,157,0.2
561,07-15-1996,157,0.2
562,07-16-1996,157,0.2
563,07-17-1996,157,0.2
564,07-18-1996,157,0.2
565,07-19-1996,157,0.2
566,07-20-1996,157,0.2
567,07-21-1996,157,0.2
568,07-22-1996,157,0.2
569,07-23-1996,157,0.2
570,07-24-1996,157,0.2
571,07-25-1996,157,0.2
572,07-26-1996,157,0.2
573,07-27-1996,157,0.2
574,07-28-1996,157,0.2
575,07-29-1996,157,0.2
576,07-30-1996,157,0.2
577,07-31-1996,157,0.2
578,08-01-1996,157.2,0.1
579,08-02-1996,157.2,0.1
580,08-03-1996,157.2,0.1
581,08-04-1996,157.2,0.1
582,08-05-1996,157.2,0.1
583,08-06-1996,157.2,0.1
584,08-07-1996,157.2,0.1
585,08-08-1996,157.2,0.1
586,08-09-1996,157.2,0.1
587,08-10-1996,157.2,0.1
588,08-11-1996,157.2,0.1
589,08-12-1996,157.2,0.1
590,08-13-1996,157.2,0.1
591,08-14-1996,157.2,0.1
592,08-15-1996,157.2,0.1
593,08-16-1996,157.2,0.1
594,08-17-1996,157.2,0.1
595,08-18-1996,157.2,0.1
596,08-19-1996,157.2,0.1
597,08-20-1996,157.2,0.1
598,08-21-1996,157.2,0.1
599,08-22-1996,157.2,0.1
600,08-23-1996,157.2,0.1
601,08-24-1996,157.2,0.1
602,08-25-1996,157.2,0.1
603,08-26-1996,157.2,0.1
604,08-27-1996,157.2,0.1
605,08-28-1996,157.2,0.1
606,08-29-1996,157.2,0.1
607,08-30-1996,157.2,0.1
608,08-31-1996,157.2,0.1
609,09-01-1996,157.7,0.3
610,09-02-1996,157.7,0.3
611,09-03-1996,157.7,0.3
612,09-04-1996,157.7,0.3
613,09-05-1996,157.7,0.3
614,09-06-1996,157.7,0.3
615,09-07-1996,157.7,0.3
616,09-08-1996,157.7,0.3
617,09-09-1996,157.7,0.3
618,09-10-1996,157.7,0.3
619,09-11-1996,157.7,0.3
620,09-12-1996,157.7,0.3
621,09-13-1996,157.7,0.3
622,09-14-1996,157.7,0.3
623,09-15-1996,157.7,0.3
624,09-16-1996,157.7,0.3
625,09-17-1996,157.7,0.3
626,09-18-1996,157.7,0.3
627,09-19-1996,157.7,0.3
628,09-20-1996,157.7,0.3
629,09-21-1996,157.7,0.3
630,09-22-1996,157.7,0.3
631,09-23-1996,157.7,0.3
632,09-24-1996,157.7,0.3
633,09-25-1996,157.7,0.3
634,09-26-1996,157.7,0.3
635,09-27-1996,157.7,0.3
636,09-28-1996,157.7,0.3
637,09-29-1996,157.7,0.3
638,09-30-1996,157.7,0.3
639,10-01-1996,158.2,0.3
640,10-02-1996,158.2,0.3
641,10-03-1996,158.2,0.3
642,10-04-1996,158.2,0.3
643,10-05-1996,158.2,0.3
644,10-06-1996,158.2,0.3
645,10-07-1996,158.2,0.3
646,10-08-1996,158.2,0.3
647,10-09-1996,158.2,0.3
648,10-10-1996,158.2,0.3
649,10-11-1996,158.2,0.3
650,10-12-1996,158.2,0.3
651,10-13-1996,158.2,0.3
652,10-14-1996,158.2,0.3
653,10-15-1996,158.2,0.3
654,10-16-1996,158.2,0.3
655,10-17-1996,158.2,0.3
656,10-18-1996,158.2,0.3
657,10-19-1996,158.2,0.3
658,10-20-1996,158.2,0.3
659,10-21-1996,158.2,0.3
660,10-22-1996,158.2,0.3
661,10-23-1996,158.2,0.3
662,10-24-1996,158.2,0.3
663,10-25-1996,158.2,0.3
664,10-26-1996,158.2,0.3
665,10-27-1996,158.2,0.3
666,10-28-1996,158.2,0.3
667,10-29-1996,158.2,0.3
668,10-30-1996,158.2,0.3
669,10-31-1996,158.2,0.3
670,11-01-1996,158.7,0.3
671,11-02-1996,158.7,0.3
672,11-03-1996,158.7,0.3
673,11-04-1996,158.7,0.3
674,11-05-1996,158.7,0.3
675,11-06-1996,158.7,0.3
676,11-07-1996,158.7,0.3
677,11-08-1996,158.7,0.3
678,11-09-1996,158.7,0.3
679,11-10-1996,158.7,0.3
680,11-11-1996,158.7,0.3
681,11-12-1996,158.7,0.3
682,11-13-1996,158.7,0.3
683,11-14-1996,158.7,0.3
684,11-15-1996,158.7,0.3
685,11-16-1996,158.7,0.3
686,11-17-1996,158.7,0.3
687,11-18-1996,158.7,0.3
688,11-19-1996,158.7,0.3
689,11-20-1996,158.7,0.3
690,11-21-1996,158.7,0.3
691,11-22-1996,158.7,0.3
692,11-23-1996,158.7,0.3
693,11-24-1996,158.7,0.3
694,11-25-1996,158.7,0.3
695,11-26-1996,158.7,0.3
696,11-27-1996,158.7,0.3
697,11-28-1996,158.7,0.3
698,11-29-1996,158.7,0.3
699,11-30-1996,158.7,0.3
700,12-01-1996,159.1,0.3
701,12-02-1996,159.1,0.3
702,12-03-1996,159.1,0.3
703,12-04-1996,159.1,0.3
704,12-05-1996,159.1,0.3
705,12-06-1996,159.1,0.3
706,12-07-1996,159.1,0.3
707,12-08-1996,159.1,0.3
708,12-09-1996,159.1,0.3
709,12-10-1996,159.1,0.3
710,12-11-1996,159.1,0.3
711,12-12-1996,159.1,0.3
712,12-13-1996,159.1,0.3
713,12-14-1996,159.1,0.3
714,12-15-1996,159.1,0.3
715,12-16-1996,159.1,0.3
716,12-17-1996,159.1,0.3
717,12-18-1996,159.1,0.3
718,12-19-1996,159.1,0.3
719,12-20-1996,159.1,0.3
720,12-21-1996,159.1,0.3
721,12-22-1996,159.1,0.3
722,12-23-1996,159.1,0.3
723,12-24-1996,159.1,0.3
724,12-25-1996,159.1,0.3
725,12-26-1996,159.1,0.3
726,12-27-1996,159.1,0.3
727,12-28-1996,159.1,0.3
728,12-29-1996,159.1,0.3
729,12-30-1996,159.1,0.3
730,12-31-1996,159.1,0.3
731,01-01-1997,159.4,0.2
732,01-02-1997,159.4,0.2
733,01-03-1997,159.4,0.2
734,01-04-1997,159.4,0.2
735,01-05-1997,159.4,0.2
736,01-06-1997,159.4,0.2
737,01-07-1997,159.4,0.2
738,01-08-1997,159.4,0.2
739,01-09-1997,159.4,0.2
740,01-10-1997,159.4,0.2
741,01-11-1997,159.4,0.2
742,01-12-1997,159.4,0.2
743,01-13-1997,159.4,0.2
744,01-14-1997,159.4,0.2
745,01-15-1997,159.4,0.2
746,01-16-1997,159.4,0.2
747,01-17-1997,159.4,0.2
748,01-18-1997,159.4,0.2
749,01-19-1997,159.4,0.2
750,01-20-1997,159.4,0.2
751,01-21-1997,159.4,0.2
752,01-22-1997,159.4,0.2
753,01-23-1997,159.4,0.2
754,01-24-1997,159.4,0.2
755,01-25-1997,159.4,0.2
756,01-26-1997,159.4,0.2
757,01-27-1997,159.4,0.2
758,01-28-1997,159.4,0.2
759,01-29-1997,159.4,0.2
760,01-30-1997,159.4,0.2
761,01-31-1997,159.4,0.2
762,02-01-1997,159.7,0.2
763,02-02-1997,159.7,0.2
764,02-03-1997,159.7,0.2
765,02-04-1997,159.7,0.2
766,02-05-1997,159.7,0.2
767,02-06-1997,159.7,0.2
768,02-07-1997,159.7,0.2
769,02-08-1997,159.7,0.2
770,02-09-1997,159.7,0.2
771,02-10-1997,159.7,0.2
772,02-11-1997,159.7,0.2
773,02-12-1997,159.7,0.2
774,02-13-1997,159.7,0.2
775,02-14-1997,159.7,0.2
776,02-15-1997,159.7,0.2
777,02-16-1997,159.7,0.2
778,02-17-1997,159.7,0.2
779,02-18-1997,159.7,0.2
780,02-19-1997,159.7,0.2
781,02-20-1997,159.7,0.2
782,02-21-1997,159.7,0.2
783,02-22-1997,159.7,0.2
784,02-23-1997,159.7,0.2
785,02-24-1997,159.7,0.2
786,02-25-1997,159.7,0.2
787,02-26-1997,159.7,0.2
788,02-27-1997,159.7,0.2
789,02-28-1997,159.7,0.2
790,03-01-1997,159.8,0.1
791,03-02-1997,159.8,0.1
792,03-03-1997,159.8,0.1
793,03-04-1997,159.8,0.1
794,03-05-1997,159.8,0.1
795,03-06-1997,159.8,0.1
796,03-07-1997,159.8,0.1
797,03-08-1997,159.8,0.1
798,03-09-1997,159.8,0.1
799,03-10-1997,159.8,0.1
800,03-11-1997,159.8,0.1
801,03-12-1997,159.8,0.1
802,03-13-1997,159.8,0.1
803,03-14-1997,159.8,0.1
804,03-15-1997,159.8,0.1
805,03-16-1997,159.8,0.1
806,03-17-1997,159.8,0.1
807,03-18-1997,159.8,0.1
808,03-19-1997,159.8,0.1
809,03-20-1997,159.8,0.1
810,03-21-1997,159.8,0.1
811,03-22-1997,159.8,0.1
812,03-23-1997,159.8,0.1
813,03-24-1997,159.8,0.1
814,03-25-1997,159.8,0.1
815,03-26-1997,159.8,0.1
816,03-27-1997,159.8,0.1
817,03-28-1997,159.8,0.1
818,03-29-1997,159.8,0.1
819,03-30-1997,159.8,0.1
820,03-31-1997,159.8,0.1
821,04-01-1997,159.9,0.1
822,04-02-1997,159.9,0.1
823,04-03-1997,159.9,0.1
824,04-04-1997,159.9,0.1
825,04-05-1997,159.9,0.1
826,04-06-1997,159.9,0.1
827,04-07-1997,159.9,0.1
828,04-08-1997,159.9,0.1
